transaction_id,transaction_date,amount,transaction_type,merchant_name,category,account_type,location,currency,description
333,8/27/2022,5242.36,transfer,Voonte,groceries,credit card,Pueblo Nuevo,VEF,phasellus id sapien in sapien iaculis congue vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae nisl aenean
334,8/26/2022,5813.01,deposit,Rhycero,groceries,checking,Atar,MRO,ut massa volutpat convallis morbi odio odio elementum eu interdum eu tincidunt in leo maecenas pulvinar lobortis est phasellus sit
335,8/27/2022,1391.24,transfer,Kaymbo,entertainment,credit card,San Manuel,PHP,in faucibus orci luctus et ultrices posuere cubilia curae mauris viverra diam vitae quam
336,8/30/2022,4250.94,transfer,Midel,groceries,savings,Macaíba,BRL,cras in purus eu magna vulputate luctus cum sociis natoque penatibus et magnis dis parturient montes
337,8/3/2022,9806.62,deposit,Camido,utilities,savings,Cusco,PEN,mus etiam vel augue vestibulum rutrum rutrum neque aenean auctor gravida sem praesent id massa id nisl venenatis lacinia aenean
338,8/5/2022,2627.88,deposit,Skipstorm,entertainment,savings,Orzech,PLN,nisi at nibh in hac habitasse platea dictumst aliquam augue quam sollicitudin vitae consectetuer eget rutrum at lorem
339,8/8/2022,8880.57,withdrawal,Tagcat,utilities,credit card,Jiulong,CNY,fusce lacus purus aliquet at feugiat non pretium quis lectus suspendisse potenti in eleifend quam a
340,8/10/2022,5745.23,withdrawal,Aimbu,groceries,credit card,Taldan,RUB,vel accumsan tellus nisi eu orci mauris lacinia sapien quis
341,8/21/2022,2666.38,transfer,Topicware,utilities,credit card,Kisarawe,TZS,ornare imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed augue aliquam erat volutpat in congue etiam justo etiam
342,8/9/2022,7509.28,withdrawal,Skyvu,groceries,savings,Taoyao,CNY,nulla sed accumsan felis ut at dolor quis odio consequat varius integer ac leo pellentesque ultrices mattis
343,8/8/2022,8198.46,transfer,Skyndu,utilities,savings,Dedza,MWK,vehicula consequat morbi a ipsum integer a nibh in quis justo maecenas rhoncus aliquam lacus morbi quis tortor id
344,8/23/2022,2846.21,transfer,Devpoint,entertainment,credit card,Smārde,EUR,gravida nisi at nibh in hac habitasse platea dictumst aliquam augue quam sollicitudin
345,8/21/2022,9084.45,deposit,Vipe,utilities,checking,Cullalabo del Sur,PHP,ipsum integer a nibh in quis justo maecenas rhoncus aliquam lacus morbi quis tortor id nulla ultrices
346,8/8/2022,5305.14,withdrawal,Realbridge,entertainment,checking,Ji’an,CNY,ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet lobortis sapien
347,8/12/2022,9701.47,deposit,Jabbercube,groceries,credit card,Ibarra,USD,quis orci nullam molestie nibh in lectus pellentesque at nulla suspendisse potenti
348,8/12/2022,1349.79,deposit,Oodoo,entertainment,checking,Cipesing,IDR,et ultrices posuere cubilia curae mauris viverra diam vitae quam suspendisse potenti nullam porttitor lacus at turpis donec posuere metus
349,8/15/2022,6669.23,withdrawal,Voonyx,groceries,savings,Cibalieur,IDR,id mauris vulputate elementum nullam varius nulla facilisi cras non velit nec nisi vulputate nonummy maecenas
350,8/26/2022,3834.51,withdrawal,Quire,transportation,checking,Kil,SEK,rhoncus aliquam lacus morbi quis tortor id nulla ultrices aliquet
351,8/15/2022,8365.35,transfer,Yabox,transportation,checking,Ḩadādah,YER,eu interdum eu tincidunt in leo maecenas pulvinar lobortis est phasellus sit amet erat nulla tempus vivamus in
352,8/7/2022,8621.41,deposit,Ainyx,groceries,credit card,Limoges,EUR,pellentesque quisque porta volutpat erat quisque erat eros viverra eget congue eget semper rutrum nulla nunc purus phasellus
353,8/13/2022,7493.07,withdrawal,Omba,entertainment,checking,Lashma,RUB,turpis integer aliquet massa id lobortis convallis tortor risus dapibus augue vel accumsan tellus nisi eu
354,8/18/2022,4998.43,transfer,Livetube,transportation,savings,Kil,SEK,pede justo lacinia eget tincidunt eget tempus vel pede morbi
355,8/15/2022,6228.74,withdrawal,Flashset,entertainment,checking,Federal,ARS,sapien non mi integer ac neque duis bibendum morbi non quam nec dui luctus rutrum nulla tellus in
356,8/25/2022,3414.99,withdrawal,Quimba,transportation,savings,Néa Palátia,EUR,platea dictumst morbi vestibulum velit id pretium iaculis diam erat fermentum justo
357,8/9/2022,6633.12,withdrawal,Twitterwire,groceries,checking,Sadang Kulon,IDR,eros elementum pellentesque quisque porta volutpat erat quisque erat eros viverra eget congue eget
358,8/8/2022,8019.35,withdrawal,Wordpedia,transportation,credit card,Sannois,EUR,quis turpis eget elit sodales scelerisque mauris sit amet eros suspendisse accumsan tortor quis turpis sed
359,8/13/2022,2537.91,deposit,Omba,transportation,checking,Lidingö,SEK,non ligula pellentesque ultrices phasellus id sapien in sapien iaculis congue vivamus metus arcu
360,8/30/2022,5514.59,withdrawal,Feedmix,utilities,credit card,Mondoteko,IDR,nisl ut volutpat sapien arcu sed augue aliquam erat volutpat
361,8/7/2022,1469.65,withdrawal,Topicblab,groceries,checking,Sijiqing,CNY,eu mi nulla ac enim in tempor turpis nec euismod
362,8/15/2022,2954.56,withdrawal,Topdrive,groceries,credit card,Orocuina,HNL,in purus eu magna vulputate luctus cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus
363,8/14/2022,4601.72,deposit,Topiclounge,entertainment,savings,Kralupy nad Vltavou,CZK,quam fringilla rhoncus mauris enim leo rhoncus sed vestibulum sit amet cursus id turpis integer aliquet
364,8/9/2022,4266.36,deposit,Geba,groceries,credit card,Dawang,CNY,curae nulla dapibus dolor vel est donec odio justo sollicitudin ut suscipit a
365,8/3/2022,5654.53,deposit,Dynabox,groceries,checking,Songjiang,CNY,nascetur ridiculus mus etiam vel augue vestibulum rutrum rutrum neque aenean auctor gravida sem
366,8/21/2022,3486.44,withdrawal,Skipstorm,groceries,credit card,Irricana,CAD,ac lobortis vel dapibus at diam nam tristique tortor eu pede
367,8/30/2022,2495.58,transfer,Yombu,groceries,checking,Merkezköy,TRY,at feugiat non pretium quis lectus suspendisse potenti in eleifend quam a odio in hac habitasse
368,8/29/2022,5982.34,transfer,Shufflester,entertainment,savings,Koncang,IDR,quis turpis sed ante vivamus tortor duis mattis egestas metus aenean fermentum
369,8/18/2022,3805.51,deposit,Kayveo,transportation,savings,Wakefield,NZD,dolor sit amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque ultrices
370,8/5/2022,8358.02,transfer,Brainverse,entertainment,checking,Sochaux,EUR,quis odio consequat varius integer ac leo pellentesque ultrices mattis odio donec vitae
371,8/5/2022,1909.93,withdrawal,Meevee,groceries,credit card,Tōbetsu,JPY,sit amet diam in magna bibendum imperdiet nullam orci pede venenatis non sodales
372,8/14/2022,9048.79,deposit,Gevee,transportation,savings,Lešná,CZK,maecenas leo odio condimentum id luctus nec molestie sed justo pellentesque viverra pede ac diam cras pellentesque volutpat dui
373,8/27/2022,2581.53,deposit,Yozio,utilities,savings,Vukojevci,HRK,vel pede morbi porttitor lorem id ligula suspendisse ornare consequat lectus in est risus auctor sed tristique
374,8/11/2022,5073.97,transfer,Twinder,transportation,credit card,Derviçian,ALL,nibh quisque id justo sit amet sapien dignissim vestibulum vestibulum ante ipsum primis
375,8/25/2022,9791.03,withdrawal,Skibox,groceries,checking,Mizhou,CNY,nulla neque libero convallis eget eleifend luctus ultricies eu nibh quisque id
376,8/20/2022,1464.24,deposit,Mycat,groceries,checking,At Tāj,LYD,metus arcu adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque eget nunc donec quis orci eget
377,8/27/2022,1100.84,deposit,Zava,groceries,savings,Tabatinga,BRL,mattis odio donec vitae nisi nam ultrices libero non mattis pulvinar nulla pede ullamcorper augue a suscipit nulla elit ac
378,8/7/2022,2156.6,deposit,Yozio,transportation,credit card,Oslo,NOK,quis orci nullam molestie nibh in lectus pellentesque at nulla suspendisse potenti cras in purus eu magna vulputate
379,8/23/2022,8316.99,withdrawal,Lazzy,entertainment,checking,Banqiao,CNY,ullamcorper purus sit amet nulla quisque arcu libero rutrum ac lobortis vel
380,8/19/2022,9718.33,transfer,Dynava,entertainment,credit card,Santa Fe,PHP,metus vitae ipsum aliquam non mauris morbi non lectus aliquam sit amet diam in magna bibendum imperdiet nullam orci
381,8/7/2022,5630.56,deposit,Edgeblab,utilities,credit card,Nanao,JPY,mattis nibh ligula nec sem duis aliquam convallis nunc proin at turpis a pede
382,8/26/2022,6761.8,withdrawal,Kwimbee,entertainment,checking,Tanashichō,JPY,porttitor lorem id ligula suspendisse ornare consequat lectus in est risus
383,8/11/2022,1358.08,transfer,Skajo,utilities,checking,Bojonglarang,IDR,velit donec diam neque vestibulum eget vulputate ut ultrices vel augue
384,8/2/2022,998.81,withdrawal,Lajo,transportation,credit card,Tsagaan-Owoo,MNT,sagittis sapien cum sociis natoque penatibus et magnis dis parturient
385,8/19/2022,4324.85,transfer,Bubblemix,groceries,credit card,Laugar,ISK,hac habitasse platea dictumst maecenas ut massa quis augue luctus tincidunt
386,8/29/2022,780.24,deposit,Zoozzy,groceries,savings,Ribeirão Pires,BRL,id massa id nisl venenatis lacinia aenean sit amet justo morbi ut odio cras mi pede malesuada in
387,8/2/2022,7692.07,transfer,Skidoo,groceries,savings,Arzakan,AMD,tristique in tempus sit amet sem fusce consequat nulla nisl nunc nisl duis bibendum felis
388,8/8/2022,8327.79,withdrawal,Innojam,entertainment,credit card,Jifarong,GMD,condimentum id luctus nec molestie sed justo pellentesque viverra pede ac diam cras pellentesque
389,8/19/2022,913.28,transfer,Linkbridge,transportation,savings,Bailuquan,CNY,turpis adipiscing lorem vitae mattis nibh ligula nec sem duis aliquam convallis
390,8/2/2022,1941.37,deposit,Kwideo,transportation,savings,‘Ābūd,ILS,volutpat erat quisque erat eros viverra eget congue eget semper rutrum nulla nunc purus phasellus
391,8/24/2022,6450.46,transfer,Thoughtstorm,utilities,checking,Jiangtun,CNY,nunc proin at turpis a pede posuere nonummy integer non velit
392,8/6/2022,1532.82,withdrawal,Topdrive,groceries,savings,Tirapata,PEN,nisl duis bibendum felis sed interdum venenatis turpis enim blandit mi in porttitor pede
393,8/4/2022,4085.04,withdrawal,Midel,transportation,savings,Nanzhihui,CNY,enim sit amet nunc viverra dapibus nulla suscipit ligula in
394,8/6/2022,6039.71,deposit,Zoonder,transportation,savings,Banjar Taro Kelod,IDR,integer aliquet massa id lobortis convallis tortor risus dapibus augue vel accumsan tellus nisi eu orci
395,8/15/2022,1715.41,deposit,Rhybox,utilities,checking,Tucson,USD,fermentum donec ut mauris eget massa tempor convallis nulla neque libero convallis
396,8/3/2022,4412.74,transfer,Browsedrive,utilities,checking,Peñal,TTD,ipsum ac tellus semper interdum mauris ullamcorper purus sit amet nulla quisque arcu libero rutrum ac lobortis vel dapibus
397,8/21/2022,6566.27,withdrawal,Mynte,utilities,checking,Jatiwangi,IDR,velit eu est congue elementum in hac habitasse platea dictumst morbi vestibulum velit id pretium iaculis diam
398,8/13/2022,1544.47,transfer,Chatterpoint,groceries,credit card,Jianshe,CNY,et ultrices posuere cubilia curae mauris viverra diam vitae quam suspendisse potenti nullam porttitor lacus at turpis donec posuere
399,8/8/2022,5271.98,transfer,Oozz,groceries,savings,Przemyśl,PLN,nullam orci pede venenatis non sodales sed tincidunt eu felis fusce posuere felis sed lacus morbi
400,8/25/2022,8214.06,transfer,Chatterpoint,groceries,credit card,Welisara,LKR,tellus in sagittis dui vel nisl duis ac nibh fusce
401,8/1/2022,4962.1,withdrawal,Gabvine,groceries,checking,Batusangkar,IDR,quisque id justo sit amet sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus orci luctus
402,8/13/2022,1301.22,transfer,Demizz,utilities,credit card,Cibolang,IDR,sit amet cursus id turpis integer aliquet massa id lobortis convallis tortor risus dapibus augue
403,8/18/2022,4682.32,withdrawal,Kwinu,transportation,checking,Talavera,PHP,lacus curabitur at ipsum ac tellus semper interdum mauris ullamcorper purus sit amet
404,8/27/2022,5580.23,transfer,Yodoo,utilities,savings,Lyon,EUR,et ultrices posuere cubilia curae duis faucibus accumsan odio curabitur convallis duis consequat dui nec nisi volutpat eleifend donec ut
405,8/22/2022,7028.73,withdrawal,Katz,utilities,checking,Castelo,BRL,in porttitor pede justo eu massa donec dapibus duis at velit eu est congue elementum in hac habitasse platea
406,8/7/2022,6581.65,withdrawal,Trilith,utilities,savings,Agnibilékrou,XOF,montes nascetur ridiculus mus etiam vel augue vestibulum rutrum rutrum neque aenean auctor gravida sem praesent id massa
407,8/29/2022,3810.75,deposit,Twitternation,entertainment,savings,Barda,AZN,convallis eget eleifend luctus ultricies eu nibh quisque id justo
408,8/25/2022,1991.72,transfer,Quire,transportation,credit card,Gharyan,LYD,vestibulum ac est lacinia nisi venenatis tristique fusce congue diam id ornare
409,8/12/2022,7838.42,transfer,Twinder,utilities,savings,Jiangqiao,CNY,sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum sed
410,8/8/2022,6864.62,withdrawal,Divape,entertainment,credit card,Juancheng,CNY,vulputate ut ultrices vel augue vestibulum ante ipsum primis in faucibus orci
411,8/9/2022,1141.42,transfer,Kamba,utilities,credit card,Larvik,NOK,orci vehicula condimentum curabitur in libero ut massa volutpat convallis morbi odio odio elementum eu interdum eu
412,8/13/2022,7292.98,withdrawal,Ooba,entertainment,checking,Ddmashen,AMD,rutrum neque aenean auctor gravida sem praesent id massa id nisl venenatis
413,8/4/2022,7341.49,withdrawal,Eimbee,entertainment,credit card,Ma‘bar,YER,ut dolor morbi vel lectus in quam fringilla rhoncus mauris enim leo
414,8/16/2022,2326.74,deposit,Skidoo,transportation,credit card,Bayanbaraat,MNT,turpis elementum ligula vehicula consequat morbi a ipsum integer a nibh in quis justo maecenas rhoncus aliquam lacus morbi quis
415,8/28/2022,2778.82,transfer,Roomm,entertainment,checking,Rashaant,MNT,sapien sapien non mi integer ac neque duis bibendum morbi non quam nec dui
416,8/8/2022,4144.83,deposit,Aivee,transportation,checking,Phichit,THB,nonummy integer non velit donec diam neque vestibulum eget vulputate ut ultrices
417,8/18/2022,358.81,withdrawal,Voonix,utilities,savings,Chanuman,THB,scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula nec sem duis aliquam convallis
418,8/19/2022,8537.22,deposit,Quire,utilities,credit card,Longbu,CNY,felis eu sapien cursus vestibulum proin eu mi nulla ac enim in tempor turpis nec euismod scelerisque
419,8/12/2022,7777.96,deposit,Quimba,groceries,checking,Ciudad Bolivia,VEF,ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae duis faucibus accumsan odio curabitur convallis duis consequat
420,8/14/2022,7225.26,withdrawal,Realfire,utilities,savings,Alto Barinas,VEF,laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel sem sed sagittis nam
421,8/16/2022,436.28,transfer,Miboo,groceries,savings,Thành Phố Ninh Bình,VND,ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae duis
422,8/3/2022,3956.05,deposit,Yacero,entertainment,credit card,Bojongsari,IDR,suscipit nulla elit ac nulla sed vel enim sit amet nunc viverra dapibus nulla suscipit
423,8/8/2022,5514.06,withdrawal,Bluejam,entertainment,checking,Medan,IDR,eu sapien cursus vestibulum proin eu mi nulla ac enim in tempor turpis nec euismod scelerisque quam turpis
424,8/25/2022,1182.76,withdrawal,Babbleblab,utilities,savings,Filipstad,SEK,integer tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum sed
425,8/9/2022,2016.73,deposit,Voomm,transportation,savings,Ilhéus,BRL,sagittis nam congue risus semper porta volutpat quam pede lobortis ligula sit amet eleifend pede libero quis orci nullam molestie
426,8/20/2022,6651.1,deposit,Mudo,transportation,credit card,Vigo,EUR,nec sem duis aliquam convallis nunc proin at turpis a pede
427,8/14/2022,3463.47,deposit,Camimbo,transportation,credit card,Dukuh Kaler,IDR,nulla sed vel enim sit amet nunc viverra dapibus nulla suscipit ligula in lacus curabitur at ipsum
428,8/16/2022,2163.08,transfer,Edgewire,groceries,savings,Valencia,VEF,elementum in hac habitasse platea dictumst morbi vestibulum velit id pretium iaculis diam erat fermentum
429,8/28/2022,2041.6,transfer,Eire,transportation,credit card,Yanas,PEN,dolor sit amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque ultrices
430,8/15/2022,8530.77,transfer,Skiptube,utilities,checking,Breda,EUR,donec diam neque vestibulum eget vulputate ut ultrices vel augue vestibulum ante ipsum primis in
431,8/28/2022,96.45,deposit,Wikizz,transportation,savings,Ekenäs,EUR,pellentesque eget nunc donec quis orci eget orci vehicula condimentum curabitur in libero ut massa volutpat convallis morbi odio odio
432,8/21/2022,8906.48,withdrawal,Riffpedia,groceries,savings,Macaé,BRL,scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula nec sem duis aliquam convallis nunc proin
433,8/3/2022,6084.27,deposit,Thoughtsphere,transportation,savings,Nicola Town,XCD,consequat in consequat ut nulla sed accumsan felis ut at dolor
434,8/16/2022,9049.05,withdrawal,Twitterbridge,transportation,credit card,Xiyuan,CNY,hac habitasse platea dictumst morbi vestibulum velit id pretium iaculis diam erat fermentum justo nec condimentum neque sapien placerat
435,8/9/2022,203.33,deposit,Tambee,entertainment,credit card,Cincinnati,USD,sed magna at nunc commodo placerat praesent blandit nam nulla integer pede justo lacinia eget tincidunt eget tempus
436,8/24/2022,1205.17,withdrawal,Realbridge,transportation,checking,Mutsu,JPY,pulvinar sed nisl nunc rhoncus dui vel sem sed sagittis nam congue risus semper porta volutpat
437,8/5/2022,5589.97,deposit,Zooveo,entertainment,credit card,Rive-de-Gier,EUR,erat volutpat in congue etiam justo etiam pretium iaculis justo in hac habitasse platea
438,8/7/2022,1631.63,deposit,Dablist,entertainment,savings,Āsmār,AFN,at lorem integer tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum sed magna at nunc commodo placerat
439,8/16/2022,5787.01,transfer,Blogtag,utilities,savings,Stadtbredimus,EUR,at dolor quis odio consequat varius integer ac leo pellentesque ultrices mattis odio donec vitae nisi nam ultrices
440,8/22/2022,3952.39,withdrawal,Yodoo,transportation,checking,Passo,IDR,nulla suscipit ligula in lacus curabitur at ipsum ac tellus semper
441,8/14/2022,138.53,transfer,Tambee,groceries,checking,Châlons-en-Champagne,EUR,aenean lectus pellentesque eget nunc donec quis orci eget orci vehicula
442,8/11/2022,5769.94,withdrawal,Blogspan,utilities,checking,Kożuchów,PLN,quisque id justo sit amet sapien dignissim vestibulum vestibulum ante ipsum primis in
443,8/10/2022,9005.3,transfer,Teklist,groceries,checking,Kallithéa,EUR,imperdiet nullam orci pede venenatis non sodales sed tincidunt eu felis
444,8/6/2022,3555.53,withdrawal,Zoomlounge,entertainment,savings,Quankou,CNY,congue eget semper rutrum nulla nunc purus phasellus in felis donec semper sapien a libero nam dui proin
445,8/20/2022,7287.2,deposit,Twitterworks,entertainment,savings,Longping,CNY,vestibulum sit amet cursus id turpis integer aliquet massa id lobortis convallis
446,8/25/2022,6951.16,transfer,Gigaclub,utilities,savings,Šimanovci,RSD,sapien in sapien iaculis congue vivamus metus arcu adipiscing molestie hendrerit at vulputate
447,8/10/2022,421.85,transfer,Mita,utilities,credit card,Tawau,MYR,id luctus nec molestie sed justo pellentesque viverra pede ac diam
448,8/9/2022,5418.74,transfer,Skyba,groceries,credit card,Zhongshan,CNY,sapien non mi integer ac neque duis bibendum morbi non quam
449,8/12/2022,7626.53,transfer,Zooxo,entertainment,checking,Douane,TND,donec vitae nisi nam ultrices libero non mattis pulvinar nulla pede ullamcorper augue a suscipit nulla elit ac nulla
450,8/6/2022,937.04,transfer,Jetwire,groceries,savings,Karangkancana,IDR,adipiscing elit proin risus praesent lectus vestibulum quam sapien varius ut blandit non
451,8/27/2022,8472.04,transfer,Bubblemix,groceries,credit card,Sumbermanggis,IDR,orci luctus et ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices
452,8/6/2022,783.6,withdrawal,Demivee,entertainment,credit card,‘Ayn Ḩalāqīm,SYP,cras non velit nec nisi vulputate nonummy maecenas tincidunt lacus
453,8/18/2022,6652.81,deposit,Kazu,groceries,credit card,Huozhuangzi,CNY,viverra dapibus nulla suscipit ligula in lacus curabitur at ipsum ac tellus semper interdum mauris ullamcorper purus
454,8/22/2022,559.62,withdrawal,Agivu,transportation,credit card,Pargas,EUR,lacinia erat vestibulum sed magna at nunc commodo placerat praesent
455,8/14/2022,5728.93,deposit,Gabspot,groceries,credit card,Juan Adrián,DOP,diam vitae quam suspendisse potenti nullam porttitor lacus at turpis donec posuere metus vitae ipsum aliquam
456,8/13/2022,1013.25,transfer,Brainsphere,entertainment,checking,Jeffrey’s Bay,ZAR,lacus morbi quis tortor id nulla ultrices aliquet maecenas leo odio condimentum id luctus nec molestie sed justo
457,8/10/2022,8947.15,deposit,Livefish,entertainment,credit card,Asen,BGN,mi sit amet lobortis sapien sapien non mi integer ac neque duis bibendum morbi non
458,8/6/2022,5928.11,withdrawal,Gabcube,groceries,savings,Quinta de Valadares,EUR,odio odio elementum eu interdum eu tincidunt in leo maecenas pulvinar lobortis est phasellus sit amet erat nulla
459,8/25/2022,9518.2,deposit,Cogibox,utilities,savings,Busdi,PHP,cras mi pede malesuada in imperdiet et commodo vulputate justo in
460,8/24/2022,4383.03,withdrawal,Quire,transportation,credit card,Ballymahon,EUR,velit nec nisi vulputate nonummy maecenas tincidunt lacus at velit vivamus vel nulla eget eros elementum pellentesque quisque
461,8/23/2022,9810.49,transfer,Twitterwire,utilities,savings,Citambal,IDR,a pede posuere nonummy integer non velit donec diam neque vestibulum eget vulputate ut ultrices vel
462,8/22/2022,3934.84,withdrawal,Pixoboo,transportation,checking,Zaragoza,PHP,faucibus orci luctus et ultrices posuere cubilia curae nulla dapibus dolor vel est donec odio justo sollicitudin ut suscipit a
463,8/27/2022,4805.61,transfer,Tagcat,transportation,checking,Verkhniy Baskunchak,RUB,ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae
464,8/25/2022,2832.23,withdrawal,Riffwire,transportation,savings,Bisée,XCD,pellentesque at nulla suspendisse potenti cras in purus eu magna
465,8/24/2022,3841.63,deposit,Latz,entertainment,checking,Plomárion,EUR,felis donec semper sapien a libero nam dui proin leo odio porttitor id consequat in consequat ut
466,8/15/2022,4482.18,withdrawal,Quatz,entertainment,savings,Phunphin,THB,suscipit nulla elit ac nulla sed vel enim sit amet nunc viverra dapibus
467,8/14/2022,6056.18,withdrawal,Shuffledrive,utilities,checking,Itapuranga,BRL,purus phasellus in felis donec semper sapien a libero nam
468,8/30/2022,7390.53,transfer,Tagfeed,utilities,checking,Căuşeni,MDL,eros vestibulum ac est lacinia nisi venenatis tristique fusce congue diam id ornare imperdiet sapien urna pretium
469,8/28/2022,8793.45,deposit,Rhycero,utilities,credit card,Tatabánya,HUF,non velit donec diam neque vestibulum eget vulputate ut ultrices vel augue vestibulum
470,8/3/2022,2709.96,deposit,Edgewire,entertainment,credit card,Anka,NGN,porta volutpat erat quisque erat eros viverra eget congue eget
471,8/19/2022,4492.7,withdrawal,Leenti,utilities,savings,Xilanqi,CNY,nulla tempus vivamus in felis eu sapien cursus vestibulum proin eu mi nulla ac enim in tempor turpis
472,8/22/2022,8537.67,transfer,Thoughtstorm,entertainment,checking,Rosa Zarate,USD,vestibulum sit amet cursus id turpis integer aliquet massa id lobortis convallis tortor risus dapibus augue
473,8/29/2022,6995.36,withdrawal,Mita,transportation,savings,Rongxi,CNY,enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque ultrices
474,8/20/2022,8041.24,withdrawal,Browseblab,utilities,credit card,Moyale,KES,parturient montes nascetur ridiculus mus etiam vel augue vestibulum rutrum rutrum neque aenean auctor gravida sem
475,8/4/2022,3843.69,withdrawal,Meeveo,entertainment,checking,Cañuelas,ARS,sapien a libero nam dui proin leo odio porttitor id consequat in consequat ut nulla sed accumsan felis
476,8/1/2022,4546.98,withdrawal,Avavee,entertainment,savings,Memphis,USD,elit ac nulla sed vel enim sit amet nunc viverra dapibus nulla suscipit ligula in
477,8/9/2022,7407.21,withdrawal,Eidel,groceries,checking,Pyhäsalmi,EUR,cras pellentesque volutpat dui maecenas tristique est et tempus semper est quam pharetra magna ac consequat metus
478,8/9/2022,3451.18,transfer,Dynava,groceries,savings,Nagrog,IDR,maecenas tincidunt lacus at velit vivamus vel nulla eget eros elementum pellentesque quisque porta volutpat erat
479,8/26/2022,2480.31,withdrawal,Digitube,transportation,credit card,Kapotnya,RUB,non velit nec nisi vulputate nonummy maecenas tincidunt lacus at velit vivamus vel nulla eget
480,8/20/2022,6229.7,deposit,JumpXS,entertainment,checking,Usquil,PEN,arcu adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque eget nunc donec quis orci eget orci vehicula
481,8/13/2022,9254.73,deposit,Dabvine,entertainment,checking,Phù Cát,VND,augue vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet
482,8/22/2022,8460.28,deposit,Divanoodle,transportation,checking,Lembongan Kawan,IDR,erat nulla tempus vivamus in felis eu sapien cursus vestibulum proin eu mi nulla
483,8/19/2022,9170.2,deposit,Tagpad,utilities,credit card,Clorinda,ARS,diam neque vestibulum eget vulputate ut ultrices vel augue vestibulum ante
484,8/25/2022,4767.82,deposit,Browsebug,groceries,savings,Osiek,PLN,quis turpis eget elit sodales scelerisque mauris sit amet eros suspendisse accumsan tortor quis
485,8/11/2022,3298.25,withdrawal,Aibox,entertainment,savings,Sujitan,CNY,sollicitudin mi sit amet lobortis sapien sapien non mi integer ac neque duis bibendum morbi non quam nec dui luctus
486,8/11/2022,5802.15,withdrawal,Zava,entertainment,checking,Nankou,CNY,porta volutpat erat quisque erat eros viverra eget congue eget semper rutrum nulla nunc purus phasellus in felis donec
487,8/21/2022,1696.34,transfer,Wikido,groceries,credit card,Houba,CNY,in est risus auctor sed tristique in tempus sit amet sem fusce consequat nulla nisl nunc nisl duis bibendum
488,8/20/2022,2051.75,transfer,Feedfish,utilities,credit card,Hanau,EUR,morbi quis tortor id nulla ultrices aliquet maecenas leo odio condimentum id luctus nec molestie sed justo
489,8/16/2022,7613.92,deposit,Thoughtblab,utilities,credit card,Saipan,USD,rhoncus aliquam lacus morbi quis tortor id nulla ultrices aliquet maecenas leo odio condimentum id luctus nec molestie
490,8/17/2022,8024.59,transfer,Rhyzio,transportation,savings,Fiorentino,EUR,malesuada in imperdiet et commodo vulputate justo in blandit ultrices enim lorem ipsum dolor sit amet consectetuer
491,8/24/2022,6124.24,withdrawal,Digitube,groceries,savings,Malvas,PEN,tellus semper interdum mauris ullamcorper purus sit amet nulla quisque arcu libero rutrum ac
492,8/16/2022,3446.96,withdrawal,Quimba,utilities,credit card,Centralniy,RUB,lectus in est risus auctor sed tristique in tempus sit amet sem
493,8/11/2022,5573.27,withdrawal,Edgewire,groceries,credit card,Longping,CNY,in tempus sit amet sem fusce consequat nulla nisl nunc nisl duis bibendum felis sed interdum venenatis turpis enim blandit
494,8/7/2022,3919.58,deposit,Realcube,groceries,credit card,Langres,EUR,elit ac nulla sed vel enim sit amet nunc viverra dapibus nulla
495,8/22/2022,6990.53,withdrawal,Gabvine,entertainment,credit card,Cát Bà,VND,sapien urna pretium nisl ut volutpat sapien arcu sed augue aliquam
496,8/18/2022,8335.64,withdrawal,Aibox,entertainment,checking,Phoenix,USD,risus praesent lectus vestibulum quam sapien varius ut blandit non interdum in ante vestibulum ante ipsum primis in faucibus orci
497,8/5/2022,3727.42,deposit,Brightdog,utilities,credit card,Naranjito,USD,vestibulum rutrum rutrum neque aenean auctor gravida sem praesent id massa id nisl venenatis
